CA,ผลการวิเคราะห์,ระดับความเสี่ยง,ความน่าจะเป็น,คำอธิบายพฤติกรรม,แนวทางดำเนินการ,num_valid_months,ลักษณะการใช้ไฟฟ้า,TRSG,MRU
20017932580,ปกติ,ปานกลาง,0.9998284469015113,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0442
20017940507,ละเมิด,สูง,0.9078153562592786,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F03601,FPUS0160
20017946813,ปกติ,ปานกลาง,0.9712020017698688,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10202,FMYA0048
20017954089,ปกติ,ปานกลาง,0.999921220282597,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04102,FLDN0004
20017960078,ปกติ,ปานกลาง,0.7726362143675249,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10201,FCUP0214
20017961458,ปกติ,ปานกลาง,0.9998802415203165,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR35314
20017968582,ละเมิด,สูง,0.9910643593765459,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0297
20017977041,ปกติ,ปานกลาง,0.9998918413888019,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0161
20018024291,ปกติ,ปานกลาง,0.7703044731770856,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0048
20018025143,มิเตอร์ชำรุด,ปานกลาง,0.6835126416437891,มิเตอร์อาจมีปัญหาในการแสดงผล,ตรวจสอบมิเตอร์,3,ปัจจุบันยังใช้ไฟฟ้า,F03201,FKUM0004
20018029194,ละเมิด,สูง,0.8728352486821082,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0052
20018030712,ปกติ,ปานกลาง,0.9628088123339815,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0173
20018033485,ปกติ,ปานกลาง,0.99985114174966,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06101,FPCG0243
20018046455,ปกติ,ปานกลาง,0.9986081045188518,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08302,FBNL0017
20018046664,ปกติ,ปานกลาง,0.9991186321622145,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0226
20018051508,ปกติ,ปานกลาง,0.997185947301507,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0334
20018053948,ปกติ,ปานกลาง,0.999113143922564,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02306,FNSN0315
20018064178,ปกติ,ปานกลาง,0.995996301469958,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0188
20018066573,ปกติ,ปานกลาง,0.9616420932194708,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09101,FCHC0123
20018068491,ปกติ,ปานกลาง,0.9998421060390329,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0083
20018085907,มิเตอร์ชำรุด,สูง,0.9034770577305421,มิเตอร์อาจมีปัญหาอย่างรุนแรง,ตรวจสอบมิเตอร์โดยด่วน,3,ปัจจุบันยังใช้ไฟฟ้า,F04102,FLDN0083
20018093038,ปกติ,ปานกลาง,0.9998736805353297,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12202,FBCT0043
20018096645,ปกติ,ปานกลาง,0.9954095861328109,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09501,FNBM0118
20018097673,ปกติ,ปานกลาง,0.995846866783233,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0219
20018103388,ปกติ,ปานกลาง,0.9978378396936125,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0019
20018103771,ละเมิด,สูง,0.9701716716796117,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0077
20018113548,ปกติ,ปานกลาง,0.8332293844943943,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0130
20018117929,ปกติ,ปานกลาง,0.9997302324877969,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR36066
20018126572,ปกติ,ปานกลาง,0.9998491426596589,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0102
20018128476,ปกติ,ปานกลาง,0.9719689250559871,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04401,FTTM0107
20018129322,ปกติ,ปานกลาง,0.9464104482409288,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0126
20018132365,ปกติ,ปานกลาง,0.9997341773697161,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02305,FNBR0520
20018139449,ปกติ,ปานกลาง,0.9541987910503329,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03402,FKND0009
20018143444,ปกติ,ปานกลาง,0.9998679076862824,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0108
20018149356,ปกติ,ปานกลาง,0.9026898764202261,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0299
20018154095,ปกติ,ปานกลาง,0.9995383320281479,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0039
20018166991,ปกติ,ปานกลาง,0.9993942359921093,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01101,FNRM3116
20018167223,ปกติ,ปานกลาง,0.9585895608753341,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0399
20018168780,ปกติ,ปานกลาง,0.9985744657879265,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04401,FTTM0346
20018176237,ปกติ,ปานกลาง,0.9999059183043022,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0162
20018180140,ปกติ,ปานกลาง,0.7741377009122268,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0005
20018186464,ปกติ,ปานกลาง,0.5574030533884665,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0269
20018197181,ปกติ,ปานกลาง,0.99899611258404,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0077
20018200197,ปกติ,ปานกลาง,0.9856538611319566,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0515
20018214764,ปกติ,ปานกลาง,0.5457119746603105,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0020
20018229088,ปกติ,ปานกลาง,0.9981142446404123,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0511
20018230359,ปกติ,ปานกลาง,0.999556493829411,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0009
20018232570,ละเมิด,สูง,0.8579128990070402,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0021
20018246441,ปกติ,ปานกลาง,0.839414767767876,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0051
20018247396,ปกติ,ปานกลาง,0.999560634587897,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04104,FCPR0084
20018259547,ปกติ,ปานกลาง,0.9981239927603823,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0127
20018265464,ละเมิด,สูง,0.7132280188763633,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,3,ปัจจุบันยังใช้ไฟฟ้า,F01401,FHOH0731
20018288437,ละเมิด,สูง,0.8563693281685538,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0170
20018288852,ละเมิด,ปานกลาง,0.5796842127643468,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0564
20018295565,ปกติ,ปานกลาง,0.6719622522627583,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0066
20018309916,ปกติ,ปานกลาง,0.9999232638876484,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02306,FNSN0305
20018313840,ปกติ,ปานกลาง,0.9804685100137025,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0066
20018315390,ปกติ,ปานกลาง,0.9997344561007598,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03301,FKSA0219
20018319444,ปกติ,ปานกลาง,0.6988024396190284,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02202,FKSW0040
20018323831,ปกติ,ปานกลาง,0.9997955638586774,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08105,FKSM0008
20018324595,ปกติ,ปานกลาง,0.9999180849098829,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02104,FBKW0205
20018329111,ปกติ,ปานกลาง,0.999023439458408,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR35111
20018342082,ปกติ,ปานกลาง,0.9994158450508824,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0175
20018345181,ปกติ,ปานกลาง,0.999603337920917,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0103
20018347630,ปกติ,ปานกลาง,0.9996763052631603,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0308
20018349809,ปกติ,ปานกลาง,0.9996783847904753,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04106,FSNM0027
20018351386,ปกติ,ปานกลาง,0.9946588561263271,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0870
20018359183,ปกติ,ปานกลาง,0.9971765526537859,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02305,FNBR0046
20018368203,ปกติ,ปานกลาง,0.9997856310185321,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F13101,FNR20185
20018372464,ปกติ,ปานกลาง,0.9499133231770134,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06101,FPCG0138
20018373560,ปกติ,ปานกลาง,0.9714378815631545,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0058
20018379064,ปกติ,ปานกลาง,0.9977847041650887,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0064
20018390819,ปกติ,ปานกลาง,0.9666291493463488,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0822
20018391768,ละเมิด,ปานกลาง,0.5195015737183868,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0357
20018393110,ปกติ,ปานกลาง,0.9997621189016935,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0169
20018397187,ปกติ,ปานกลาง,0.9996488490085168,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01701,FNOT0024
20018398246,ปกติ,ปานกลาง,0.9909214276094378,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0135
20018411252,ปกติ,ปานกลาง,0.9218006236181967,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0342
20018417515,ปกติ,ปานกลาง,0.9997658953501031,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03601,FPUS0021
20018418818,ปกติ,ปานกลาง,0.9692294954304448,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0328
20018430531,ปกติ,ปานกลาง,0.5722494144050353,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0230
20018439464,ปกติ,ปานกลาง,0.9876861487208249,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12203,FSNR0379
20018442649,ละเมิด,สูง,0.8147193622715073,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0033
20018446033,มิเตอร์ชำรุด,ปานกลาง,0.6680818111806544,มิเตอร์อาจมีปัญหาในการแสดงผล,ตรวจสอบมิเตอร์,3,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0419
20018448284,ปกติ,ปานกลาง,0.8597453115902506,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10201,FCUP0138
20018458803,ปกติ,ปานกลาง,0.9361308866222398,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0519
20018465569,ปกติ,ปานกลาง,0.999909454702226,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0326
20018482962,ปกติ,ปานกลาง,0.9995899076094493,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02201,FKKA0831
20018488234,ปกติ,ปานกลาง,0.9378976257631753,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0292
20018492146,ปกติ,ปานกลาง,0.9998709139581782,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0122
20018501908,ละเมิด,สูง,0.9438021028335997,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F13101,FNR20296
20018508061,ละเมิด,สูง,0.9712444927820463,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR36340
20018519511,ละเมิด,ปานกลาง,0.6814119960311119,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F05101,FNAR0129
20018526219,ปกติ,ปานกลาง,0.891019249706294,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0038
20018527733,ปกติ,ปานกลาง,0.9982852914048254,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0036
20018534015,ละเมิด,ปานกลาง,0.5150093920718221,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F08301,FKOG0126
20018548992,ปกติ,ปานกลาง,0.9941703822024699,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10202,FMYA0153
20018561056,ปกติ,ปานกลาง,0.9963263565042928,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0064
20018578373,ปกติ,ปานกลาง,0.9991820713515047,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0635
20018585827,ปกติ,ปานกลาง,0.9993929294895234,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0173
20018602357,ปกติ,ปานกลาง,0.9830015138814776,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03402,FKND0001
20018613870,ปกติ,ปานกลาง,0.9996188755277555,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0729
20018615258,ปกติ,ปานกลาง,0.9934163073438735,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0088
20018629911,ปกติ,ปานกลาง,0.9996366228135799,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0107
20018632983,ปกติ,ปานกลาง,0.9997481474578217,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F05402,FNOD0516
20018649660,ปกติ,ปานกลาง,0.9997606302930875,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0208
20018658612,ปกติ,ปานกลาง,0.9985143531416705,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08101,FBYI0096
20018665900,มิเตอร์ชำรุด,ปานกลาง,0.4292619919656592,มิเตอร์อาจมีปัญหาในการแสดงผล,ตรวจสอบมิเตอร์,3,ปัจจุบันยังใช้ไฟฟ้า,F03602,FNPO0038
20018667796,ปกติ,ปานกลาง,0.9986211164364748,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0699
20018668387,ปกติ,ปานกลาง,0.9339181386836318,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN1005
20018675425,ปกติ,ปานกลาง,0.7157701594836239,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07303,FHBO0044
20018685097,ปกติ,ปานกลาง,0.6608916668747713,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0010
20018686574,ปกติ,ปานกลาง,0.9830262204380216,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09101,FCHC0005
20018689235,ปกติ,ปานกลาง,0.9998642018656343,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0742
20018711046,ปกติ,ปานกลาง,0.9998455759131478,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08101,FBYI0033
20018716498,ปกติ,ปานกลาง,0.9998855913774629,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F13101,FNR20279
20018719746,ปกติ,ปานกลาง,0.9994763140472612,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07301,FDAN0096
20018742175,ละเมิด,สูง,0.8609675614017052,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0105
20018755307,ปกติ,ปานกลาง,0.9996378123736571,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0778
20018766205,ปกติ,ปานกลาง,0.9859452696855828,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06107,FKMU0336
20018775158,ละเมิด,สูง,0.8231899367358388,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0681
20018790006,ละเมิด,ปานกลาง,0.6066543196411761,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,3,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0323
20018793543,ปกติ,ปานกลาง,0.9998715564718621,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09501,FNBM0101
20018797376,ปกติ,ปานกลาง,0.9998905564652196,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04102,FLDN0006
